"code","iso","country","CXN.raw.1970","CXN.raw.1980","CXN.raw.1989","CXN.raw.1990","CXN.raw.1991","CXN.raw.1992","CXN.raw.1993","CXN.raw.1994","CXN.raw.1995","CXN.raw.1996","CXN.raw.1997","CXN.raw.1998","CXN.raw.1999","CXN.raw.2000","CXN.raw.2001","CXN.raw.2002","CXN.raw.2003","CXN.raw.2004","CXN.raw.2005","CXN.raw.2006","CXN.raw.2007","CXN.raw.2008","CXN.raw.2009","CXN.raw.2010","CXN.raw.2011","CXN.raw.2012","CXN.raw.2013","CXN.raw.2014","CXN.raw.2015","CXN.raw.2016","CXN.raw.2017","CXN.mry"
706,"SOM","Somalia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
710,"ZAF","South Africa",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.39,0.39,0.41,0.43,0.45,0.46,0.48,0.5,0.5,0.52,0.54,0.55,0.57,-9999,-9999,-9999,0.57,-9999,-9999,-9999,-9999,-9999,-9999,0.57
410,"KOR","South Korea",-9999,-9999,-9999,0.329,-9999,-9999,0.413,0.42,0.452,0.526,0.609,0.659,0.684,0.705,0.732,0.758,0.788,0.814,0.835,0.855,0.871,0.886,0.894,0.901,0.909,0.916,0.921,0.918,-9999,-9999,-9999,0.918
728,"SSD","South Sudan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
724,"ESP","Spain",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.94,-9999,0.94,-9999,0.98,-9999,0.987,-9999,0.984,-9999,-9999,-9999,0.984
144,"LKA","Sri Lanka",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.025,-9999,-9999,-9999,-9999,-9999,-9999,0.025
275,"PSE","State of Palestine",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0904139576957478
729,"SDN","Sudan",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.01,-9999,-9999,-9999,-9999,-9999,-9999,0.01
740,"SUR","Suriname",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.01
752,"SWE","Sweden",-9999,-9999,-9999,0.86,0.94,0.95,-9999,-9999,0.93,-9999,-9999,-9999,0.99,0.99,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1,1,-9999,-9999,-9999,1
756,"CHE","Switzerland",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.982,0.988,0.988,-9999,-9999,0.99,-9999,-9999,-9999,-9999,0.997,-9999,-9999,0.997,-9999,-9999,-9999,-9999,0.997
760,"SYR","Syria",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.96,-9999,-9999,-9999,-9999,-9999,-9999,0.96
158,"TWN","Taiwan",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.032,0.034,0.038,0.051,0.068,0.135,0.154,0.18,0.199,0.224,0.246,0.272,0.3,0.328,0.364,0.4,0.437,-9999,-9999,-9999,-9999,-9999,-9999,0.437
762,"TJK","Tajikistan",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.45,-9999,-9999,-9999,-9999,-9999,-9999,0.45
834,"TZA","Tanzania",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.18,-9999,-9999,-9999,-9999,-9999,-9999,0.18
764,"THA","Thailand",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.09,-9999,-9999,-9999,-9999,-9999,-9999,0.09
626,"TLS","Timor-Leste",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.06
768,"TGO","Togo",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0
776,"TON","Tonga",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.058930026560944
780,"TTO","Trinidad and Tobago",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.2,0.2,0.2,0.3,0.2,0.252,0.252,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.252,-9999,0.252
788,"TUN","Tunisia",-9999,-9999,-9999,0.091,-9999,-9999,-9999,-9999,0.2,-9999,-9999,-9999,0.341,0.367,0.387,0.419,0.449,0.468,0.484,0.512,0.518,0.525,0.535,0.538,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.538
792,"TUR","Turkey",-9999,-9999,-9999,0.068,-9999,-9999,-9999,0.096,0.089,0.104,0.144,0.166,0.226,0.26,0.27,0.27,0.3,0.36,0.421,0.432,0.458,0.462,0.496,0.521,-9999,0.583,0.637,0.64,0.699,0.707,-9999,0.707
795,"TKM","Turkmenistan",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.49,-9999,-9999,-9999,-9999,-9999,-9999,0.49
796,"TCA","Turks and Caicos Islands",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.114162806400433
798,"TUV","Tuvalu",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0402300160213748
800,"UGA","Uganda",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.06,-9999,-9999,-9999,-9999,-9999,-9999,0.06
804,"UKR","Ukraine",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.651,-9999,-9999,-9999,-9999,-9999,-9999,0.651
784,"ARE","United Arab Emirates",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.783,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.783
826,"GBR","United Kingdom",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.98,1,1,1,1,1,-9999,-9999,0.97,0.97,0.995,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.995
840,"USA","United States of America",-9999,-9999,-9999,-9999,-9999,0.7,-9999,-9999,-9999,0.718,-9999,-9999,-9999,0.754,-9999,0.754,-9999,0.749,-9999,-9999,-9999,0.737,-9999,-9999,-9999,0.755,-9999,-9999,-9999,-9999,-9999,0.755
858,"URY","Uruguay",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.43,-9999,-9999,-9999,-9999,-9999,-9999,0.43
860,"UZB","Uzbekistan",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.39,-9999,-9999,-9999,-9999,-9999,-9999,0.39
548,"VUT","Vanuatu",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0315818236225341
862,"VEN","Venezuela",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.202,0.206,0.209,0.211,0.213,0.217,0.219,0.22,0.223,0.238,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.238
704,"VNM","Viet Nam",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.03,-9999,-9999,-9999,-9999,-9999,-9999,0.03
876,"WLF","Wallis and Futuna Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
732,"ESH","Western Sahara",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
887,"YEM","Yemen",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.033,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.033
894,"ZMB","Zambia",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.28,-9999,-9999,-9999,-9999,-9999,-9999,0.28
716,"ZWE","Zimbabwe",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.52,-9999,-9999,-9999,-9999,-9999,-9999,0.52
